key_mlbam,name
462130,Maximo Souffrain
462131,Denny Montero
462132,Bernie Dennis
462133,Meoli Devora
462134,Jang Ji Cho
462135,Steve Hammond
462136,Marco Estrada
462137,Ryan Zimmerman
462139,Enrique Atencio
462143,Juan Batista
462146,Mark Battell
462147,Albert Baur
462148,Hector Bautista
462149,Pete Bauer
462150,Ramon Bautista
462151,Anthony Gutierrez
462152,Ramon Ortiz
462155,Jeff Osborne
462156,Joe Guthrie
462157,Scott Osmon
462159,Julio Osuna
462161,Victor Guilbe
462163,Steve Otto
462166,Brian Guinn
462168,Mike Beall
462169,Bryan Beals
462170,Mike Beams
462171,Kenneth Bean
462172,Harry Guanchez
462173,Garrett Beard
462174,Mark Owens
462175,Mike Owens
462177,Claudio Ozoria
462179,Gab Ozuna
462180,Mateo Ozuna
462182,Jim Hayes
462185,Scott Grove
462186,Gaspar Pacheco
462187,Carl Grovom
462188,Joe Pacholec
462189,Dan Henley
462190,Dan Grunhard
462191,Larry Gryskevich
462193,Wynn Beck
462194,Kevin Davis
462195,Mike Debutch
462199,Mark Doran
462200,Eddie Tanner
462201,Paul Thorpe
462202,Paul Thoutsis
462203,George Threadgill
462204,John Toale
462205,Ricky Torres
462207,Gary Tremblay
462208,Kevin Trudeau
462209,Mike Villa
462210,Juan Villanueva
462211,Scott Wade
462212,Robinson Garces
462213,Ken Whitfield
462214,Jason Maas
462215,Fred Williams
462216,Bill Wrona
462217,Delwyn Young
462218,Mike McLochlin
462221,Keith Casey
462227,Donald Francis
462228,Wayne Stofsky
462229,Rich Bielski
462232,Scott Diez
462233,Domingo Michel
462234,Joe Mitchell
462235,Gary Koenig
462236,Mark Konopki
462237,Dru Kosco
462238,Randy Kotchman
462239,Ty Kovach
462240,Mike Kraft
462241,Tim Casey
462242,Ken Kremer
462243,Reynaldo Galvez
462244,Antonio Valera
462245,Curt Krippner
462246,Jesus Alfaro
462247,Mark Krumback
462248,Chad Kuhn
462250,Bill Melvin
462251,Jessie Torres
462253,Jesus Mendez
462255,Paul Torres
462259,Francisco Mendoza
462260,Doug Cinnella
462261,Ramon Torres
462264,Rafael Mercado
462265,Jim Tracy
462266,Todd Trafton
462267,Feliciano Mercedes
462268,Hector Mercedes
462269,Juan Mercedes
462271,Mickey Tresh
462272,Tony Trevino
462273,Wally Trice
462275,Greg Edge
462276,Dick Canan
462277,Jorge Cantres
462278,Carlos Capellan
462279,Nolberto Troncoso
462280,Roberto Troncoso
462281,Jay Eddings
462283,Scott Economy
462284,John Eccles
462285,Domingo Merejo
462286,Luis Merejo
462287,Daniel Cardenas
462288,Scott Ebert
462290,Mike Eberle
462291,Stephen Tucker
462292,Tony Tucker
462293,Frank Merigliano
462294,Audy Mesa
462295,Baltazar Mesa
462296,Luis Mesa
462298,Mike Messerly
462299,David Metheney
462300,Jeff Tuss
462301,Basil Meyer
462302,Jesus Ugueto
462303,Kevin Uhrhan
462304,Bobby Underwood
462305,Ramon Garcia
462308,John Lombardi
462309,Irvin Abad
462312,Rafael Debrand
462316,Carlos Cabrera
462318,Carlos Colmenares
462320,Angel Ramirez
462323,Jose Valdespino
462325,Rick Shipley
462326,Remberto Madera
462327,Leonardo Martinez
462329,Feliberto Selmo
462330,Young Sohn
462331,Tommy Johnston
462332,Andy Ford
462334,Mateo Salcedo
462336,Kelly Tucker
462338,Rafael Guerrero
462339,Tom Arvelo
462344,Jorge Meran
462345,Archie Jean
462346,Scott Sachrison
462347,Christopher Mullins
462348,Rafael Muratti
462349,Carlos Laboy
462352,Marc Marini
462353,Jose Birriel
462356,Chris Dotolo
462357,Eddie Rios
462365,Colin McLaughlin
462366,Mark Bowden
462367,Colin Charland
462368,Doug Robertson
462369,Dan Dimascio
462370,Luis Vasquez
462371,Park Pittman
462372,Jimmy Williams
462373,Warren Magee
462374,Leo Perez
462375,Andy Cannizaro
462376,Matt Singer
462377,Jeremy Maddox
462378,Aaron Rifkin
462379,Michael Howell
462380,Mike Scott
462381,Alberto Montes
462382,Jim Johnson
462383,Josh Khoury
462384,Tyler Banks
462385,Justin Ockerman
462386,Beau Hintz
462387,J. R. Crider
462388,Chris Gill
462389,Toby David
462390,Casey Myers
462391,Greg Lovelady
462392,Kris Clute
462393,Kory Wayment
462394,Jason Wiedmeyer
462395,Bryan Simmering
462396,Mason Linderbaum
462397,Tim Brown
462398,Alfredo Lugo
462399,Mike Rodriguez
462400,Mike Nall
462401,Michael Grant
462402,Chris Farley
462403,Jason Scobie
462404,Bobby Graves
462405,Brooks Conrad
462406,Matt Rico
462407,Brent Tarbett
462408,Jay Caligiuri
462409,Brad Pinkerton
462410,Aaron Sheffield
462411,Jim Bullard
462412,Anthony Webster
462413,Andy González
462414,Andre Marshall
462415,Maximo Reyes
462416,Heath Luther
462417,Steve Nelson
462418,Steve Kelly
462419,Scott Light
462420,Patrick Hannaway
462421,Raul Gomez
462422,Mike DiRosa
462423,Ryan Riley
462424,Matt Williams
462425,Herman Dean
462426,Jason Dill
462428,Kris Bennett
462429,Trevor Sansom
462430,Shawn Lagana
462431,Brad Ticehurst
462432,Mike Snyder
462433,Casey Baker
462434,Chris Crawford
462435,Matt Dailey
462436,Lou Melucci
462437,Ryan Lundquist
462438,Kyle Moncrief
462439,Kris Gundrum
462440,Javier Lorenzo
462441,Scott Bikowski
462442,Tim Boeth
462443,Patrick Bowen
462444,Brad Rogers
462445,Aaron Franke
462446,Craig Glysch
462447,Vincent Boyanich
462448,Nick Garcia
462449,Brent Haworth
462450,Jeff Nebel
462451,Jeff Wagner
462452,Daniel Ortiz
462453,Greg Dittmer
462454,Justin Schuda
462455,Hawkeye Wayne
462456,Shayne Ferrier
462457,Garett Gentry
462458,Mackeel Rodgers
462459,Jay King
462460,Dustin Pate
462461,Jeff Ryan
462462,Charlie Williamson
462463,Kevin Lucas
462464,Chris Testa
462465,Jayson Drobiak
462466,Chris Olean
462467,Andy Beinbrink
462468,Jeff Waldron
462469,Kregg Jarvais
462471,Jason Marsh
462472,Rayner Oliveros
462475,Chris Spigner
462476,Iván Granados
462479,Brian Sprout
462480,Rhiner Cruz
462482,Jake Upwood
462483,Cody Palmer
462484,Sazi Guthrie
462486,Steve Mortimer
462488,Steven Herce
462489,Miguel Linares
462490,Kyle Edlich
462491,Jorge Fermin
462492,Mike Davern
462493,Mike Mitchell
462494,William Labasta
462495,Luis Nunez
462496,William Plaza
462497,JC Muñíz
462498,Pascual Manzueta
462500,Richard Santana
462501,Luis Soto
462502,Rolando Japa
462503,Fredy De La Cruz
462504,Victor Arias
462505,Ramon Diaz
462506,Domingo Cabrera
462507,Javier Rumbos
462508,Santo Franco
462509,Jose Gonzalez
462510,Jose Francisco Ortiz
462511,Timothy Auty
462512,Tony Stutz
462513,Rhys Taylor
462514,Boomer Berry
462515,Miguel Socolovich
462516,Terry Diggs
462517,Kent Dixon
462518,Blake Gill
462519,Andrew Goff
462520,T. J. Gornati
462521,Brett Grandstrand
462522,Jeff Gray
462523,Brandon Green
462524,Phil Akens
462525,Chris Key
462526,Maximo Nunez
462527,Marcus Williams
462528,Jeremy King
462529,Nate Dion
462531,Joe Troilo
462532,Jeremy Clark
462533,Casey Martinez
462534,Rick Brosseau
462535,Scott Cavey
462536,Mitch Jones
462537,Curtis Young
462538,Sam Bozanich
462539,Billy Schmitt
462540,Kevin Jenkins
462541,Mike Meyer
462542,Kevin Kay
462544,Zack Roper
462546,Chad Wiles
462547,Ronnie Ventura
462548,Jason Stevenson
462549,Dustin Smith
462550,Celso Rondon
462551,James Sweeney
462552,Sam Taulli
462553,Greg Buscher
462554,Ernie Durazo
462555,Jason Patty
462556,Billy Jacobson
462557,Judd Richardson
462558,Andrew Campbell
462559,Randall Shelley
462560,Jeff Eure
462561,Matt Serafini
462562,Dan Kolb
462563,Chris Haggard
462564,Dan Uggla
462565,Brad Edwards
462566,Doug Lantz
462567,David Taylor
462568,David Cuen
462569,Ryan Carter
462570,Billy Malone
462571,Erik Torres
462572,Fred Wray
462573,Dave Molidor
462574,Miguel Abreu
462576,Juan Silvestre
462579,Jose Cueto
462581,Gary Sweezey
462583,Manuel Mata
462588,Pedro Quero
462589,Juan Ramos
462592,Manuel Beltres
462597,Huilberto Precinal
462598,Ed Vizcaino
462599,Elvis Polanco
462601,Geramel Castillo
462602,Cesar King
462605,Geraldo Padua
462606,Luis Mejia
462607,Waren Paulino
462609,Chris Corso
462610,Hector Henriquez
462611,Eddie DeJesus
462612,Ray Choi
462616,Manny Sanchez
462617,Luis Ducasse
462618,Rafael Pujols
462627,Domenick Raio
462629,Ivan Naranjo
462630,Rafael Garcia
462632,Luis Salazar
462633,Elin Bonilla
462636,Willy Ruiz
462639,Oliver Berroa
462640,Klae Calvert
462641,Armando Villero
462642,Danilo Sotelo
462643,Leonel Vilorio
462644,Carlos Silva
462646,Jesse Andujar
462649,Ivan Rosa
462652,Braulio Goris
462655,Alejandro Parra
462658,Juan Pinero
462660,Juan Nieves
462661,Tedde Campbell
462662,Kenny Harrison
462663,Julio Alvarez
462664,Raul Donastorg
462665,Juan Hernandez
462666,Alexis Zapata
462668,Renny Duarte
462669,Jorge Montanez
462670,Kevin Humphreys
462671,Charly Padilla
462672,Marcelino Lugo
462673,Francisco Jimenez
462675,Jose Acevedo
462678,Antonio Guzman
462680,Vladimir Paredes
462684,Miguel Vilorio
462688,William Domero
462689,Frank Lima
462697,Manuel Nunez
462700,Hector De Los Santos
462701,Nicholas Romero
462702,Gerard Prosper
462703,Marino Petique
462705,Francisco Belliard
462706,Manuel Esquivia
462707,Shane Smith
462708,Carlos Rincon
462710,Christian Diaz
462711,Lachlan Tancred
462724,Kelvin Ryan
462725,Luis Cruz
462727,Franklin German
462728,Emmanuel Pina
462730,Tony Bacci
462734,Felix Pagan
462735,Ezequiel Espaillat
462740,Elisandy Diaz
462743,Hayden Kluver
462744,Christian Valenzuela
462745,Ryan Medrano
462747,Gerardo Casadiego
462748,Osamu Tsujita
462751,Nelson Teilon
462753,Jae Kim
462754,Oscar Alvarado
462760,Edgar Hidalgo
462761,Larry Williams
462766,Ho Go
462767,Chang Moon
462768,Junichi Iwasaki
462769,Keith White
462770,Steve Maas
462772,Dan DiPace
462774,Virgilio DeLeon
462775,Luis Diaz
462777,Rafael Barrios
462779,Luis Cristobal
462781,Julio Volquez
462782,Said Gutierrez
462783,Wilbert Ortega
462786,Marc Cerbone
462787,Nicholas Zachery
462789,Rikki Johnston
462792,John Lewter
462793,Justin Griffin
462794,Dan Leatherman
462795,Jose Castellanos
462801,Gamalier Santana
462804,Alberto Rafael
462810,Jesus Merchan
462812,Renny Nunez
462813,Tulio Araque
462814,Yinner Colina
462817,Luis Valera
462819,Jorman Galan
462820,Jean Langlois
462821,Roman Tapia
462828,Robinson Morel
462829,Francisco Aybar
462830,Cristobal Santana
462831,Deudis Duran
462832,Leonardo D'Amico
462842,Graham Mazur
462844,Jairo Soriano
462846,Tony Pierce
462848,Pedro Esparragoza
462851,Renee Cortez
462852,Don Lichay
462854,Billy Stokley
462855,Eider Torres
462857,Junior Garcia
462871,Tom Thulin
462872,John Butler
462873,Julio Blanco
462875,Tom Parrott
462877,Omar Burgos
462881,Freddy Martinez
462883,Gorky Batista
462890,Kenn Wakakuwa
462892,Alex Carbajal
462894,Tom Ford
462895,Dave Meyer
462896,Tristan Crawford
462898,Rich Devine
462899,Mike Albers
462900,Juan Pablo Angrisano
462902,Ray Hattenburg
462903,Tomas Cabaniel
462905,John Bartsch
462906,Dale Johnson
462907,James McMahon
462908,Ray Searage
462909,Pat Frawley
462910,Marco Solis
462911,José García
462914,David Beck
462918,Angel Avila
462922,Adam Milauskas
462924,Jesus Perez
462925,Ivan Fernandez
462926,Raul Ortega
462927,Victor Hernandez
462929,Jose Martinez
462932,Riquelbi Valdez
462936,Carlos Perez
462938,Baudilio Figueroa
462940,Juan Mateo
462941,Franky Delie
462942,Andy Santana
462943,Ed Campusano
462944,Alberto Garcia
462945,César Jiménez
462947,Brad Turner
462948,Michael Wassong
462950,Danny Richar
462953,Julio Reyes
462956,Felipe Paulino
462960,Miguel Martinez
462961,Miguel Sanfler
462962,Niuman Romero
462964,Hugo Castro
462965,Raul Padron
462966,Andino Diaz
462968,Brad Glassco
462972,Miguel Ochoa
462973,Gerardo Avila
462975,Juan Alvarez
462976,Jose Angel Mejias
462977,Williams Jaspe
462978,Edgar Bruzual
462979,Frank Pedrique
462980,Carlos De La Rosa
462982,Hiroyuki Iida
462983,Abel Soto
462984,Franklin Gonzalez
462985,Franklin Morales
462986,Heriberto Rodriguez
462987,Jose De La Cruz
462990,Carlos Ladeuth
462992,Claudio Rodriguez
462993,Pedro Espinoza
462994,Neil Massaki
462995,Rick van den Hurk
462998,Miguel Acuna
463001,Jose Miguel Perez
463011,Carlos Arrieche
463014,Jose Castillo
463015,Ben Rosenthal
463017,Shairon Martis
463018,Alejandro Limas
463019,Salvador Sanchez
463023,Frank Rosario
463024,Jose Rodriguez
463026,Pedro Moreno
463029,Julio Ramirez
463030,Brian Schwarze
463032,Steve Montero
463036,Carlos Martinez
463037,Atahualpa Severino
463039,Manny Alvarez
463040,Jose De Los Santos
463044,Roberto Martinez
463045,Edgar Jimenez
463046,Jaspher Puga
463054,Jose Jimenez
463055,William Jimenez
463056,Ricardo Paulino
463058,Cesar Salazar
463059,Franklin Soto
463060,Ronmel Fierro
463061,Geomar Patino
463063,Natividad Dilone
463065,Craig Roberson
463068,Misael DeJesus
463071,Luis Rincon
463076,Jon Waite
463077,Justin Krablin
463078,Charles York
463080,Mike Lockhart
463085,Todd Marshall
463087,Bob Parkins
463088,Gino DiMare
463095,Mike Harms
463096,Craig Grasser
463097,Eric Chavez
463099,Diego Ruiz
463100,Ed Stanton
463101,Jorge Millan
463102,Rusty Minton
463103,Craig Bradshaw
463104,Alex Kuhn
463105,Jamison Nuttle
463106,Kirk Demyan
463107,Frankie Rodriguez
463110,Yevgeny Puchkov
463111,Ilya Bogatyrev
463114,Jesus De La Cruz
463120,Roberto Mendez
463121,Tom Froning
463122,Steve Gold
463123,Fabian Salmon
463124,Tony Garcia
463125,Reed Secrist
463126,Mike Kimler
463127,Steve Lampkin
463128,Dan Ruhl
463129,Matt Scales
463130,Dennis Morgan
463134,Teryl Morrison
463136,Wayne Moye
463137,Bob Muhammad
463139,Javier Murillo
463142,Juan Molero
463145,Tim McKinley
463151,Scott Murray
463152,Keith LeClair
463153,Chris Lee
463154,Gary Maasberg
463155,Greg Lee
463156,Scott Mackie
463157,Keith Lee
463158,Jim Malseed
463159,Stewart Lee
463161,Terry Marrs
463162,Steve Lemuth
463163,Tom Marten
463164,Dave Martin
463166,Mike Mathiot
463168,Mike McGuire
463169,Tim Meamber
463170,Jesus Merejo
463171,Derek Moore
463173,Frank Moran
463174,Kevin Murdock
463175,Brian Murphy
463176,Jeremy Mathews
463177,Jim McAnarney
463178,Greg McCollum
463179,Richard McIntyre
463181,Jimmy Mee
463183,Brian Mershon
463184,John Mitchell
463185,Mike Mohr
463186,Frank Moore
463187,Jeff Morrison
463188,Frank Mustari
463189,Jay Makemson
463190,Mike Malinak
463191,Pops Mitchell
463193,Jose Garcia
463194,Brad Sigler
463196,Jhonny Perez
463198,Steve Zongor
463199,Juan Santos
463200,Glenn Reeves
463203,Ruben Rosario
463204,Carlos Aguilar
463205,Juan Griffin
463206,Mat Buckley
463207,Hamil Beaumont
463210,Jeff Derosa
463211,Leo Ramirez
463212,Rodney Sparks
463213,Adam Forbes
463216,Aquiles Pinales
463217,Nelson Perez
463219,Javier Caballero
463221,Wilman Perez
463222,Erick Ojeda
463224,Johnny Done
463227,Joel Nies
463228,Welnis Bonilla
463231,Julio Dijol
463235,Royel Alvino
463239,Kevin Ellis
463242,Xavier Civit
463246,Jorge Cortes
463247,Oliver Mejias
463249,Alberto Mundo
463253,Emerson Bello
463255,Sandy DeLeon
463256,Charlie Cruz
463257,Francisco Rojas
463260,Dalmiro Quezada
463263,Teo Prospero
463266,Luis Lopez
463267,Jose Feliz
463269,Mike Espiritu
463272,Alex Pena
463273,Raul De La Cruz
463274,Ricardo Gomez
463275,Jose Nunez
463278,Adrian Tillero
463279,Martin Lorenzo
463281,Carlos Rosario
463287,Oscar Ramirez
463295,Jim Cooney
463296,Edgar Leyva
463298,Doug Aguiar
463299,Juan Ramirez
463305,Juan Bautista
463306,Jose Lopez
463309,Juan Garcia
463311,Jose Bido
463313,Pedro Guerrero
463314,Rafael Cruz
463317,Jhensy Sandoval
463320,Angel Valdez
463321,Arnie Chavera
463322,John Bohman
463327,Alejandro Perez
463328,Claudio Moreno
463329,Steve Reich
463330,Edwin Centeno
463331,Cameron Forbes
463334,Luis Hernandez
463337,Nelson Valera
463338,Edgar Ramirez
463340,Milciadez Gonzalez
463341,Francisco Guerrero
463344,Adrian Manzano
463345,Emmanuel Valdez
463347,Alfredo Armenta
463348,Dean Marnell
463349,Ramon Portillo
463350,Jose Gonzalez
463353,Jose Taveras
463355,Carlos Rosario
463359,Salas Sanchez
463360,Luis Casilla
463368,Ignacio Lopez
463372,Jesus Timaure
463373,Manny Nanita
463374,Denny Valerio
463379,Sandy Garcia
463380,John Musachio
463381,Rohn Battle
463385,Robbie Murphy
463386,Roger Luque
463387,Antonio Caballero
463389,Martin Guzman
463391,Justo Rivas
463397,Frank De La Rosa
463401,Tom Lora
463403,Alexis Guzman
463404,Frank Regalado
463405,Roberto Colina
463406,Javier Elias
463417,David Castillo
463427,Henry Almonte
463428,Andrea Castrì
463433,Francisco Santiesteban
463443,Ramon Rojas
463446,Mike Williams
463448,Roberto Martinez
463450,Roberto Ayala
463451,Roberto Helena
463453,Fernando Belliard
463454,Miguel Paulino
463455,Denys Lantigua
463457,Brad Drain
463459,Joslin Ramirez
463463,Pedro Mordan
463467,Felix De La Rosa
463468,Martin Berube
463469,Mitch Gregg
463473,Rurik Garcia
463474,Limberth Marin
463475,Ryan Fitzgerald
463477,Omar Rogers
463484,Carlos Robinson
463485,Yoel Monzon
463487,Karl Harris
463488,Derek Andersen
463489,Luis Marte
463490,Ruddy Morales
463493,Stosh Jackson
463494,Orlando Escorcha
463495,Domingo Guante
463496,Stephen Tope
463497,Hunter Bledsoe
463498,Walin Cabrera
463499,Chris Ewing
463504,Dioscar Jacobo
463505,Andres Astacio
463510,Henry Brito
463511,Jung Seo
463513,Tomas Guerrero
463514,Juan Lima
463517,Julio Pavon
463519,Kazuma Mori
463521,Justin Wallace
463530,Leonardo Morales
463532,Hector Rodriguez
463534,Fred Essery
463535,Tony Schiml
463538,Victor Ramirez
463539,Abel Martinez
463540,Luis Borges
463541,Hector Cerezo
463542,Jeff McAvoy
463546,Randor Diaz
463547,Kevin Hall
463548,Frank Cummings
463549,Khareta Bartee
463550,Kevin Hopper
463553,Carlos Lee
463554,Matt Miller
463555,Mike Hoyt
463556,Del Matthews
463557,Freddy Caperton
463561,Jose Cerda
463562,Brett Gray
463563,Brian Gerlach
463564,Rob Everett
463570,Wes Hoane
463572,Travis Bingler
463575,Mike Gambino
463576,Travis Gilmore
463578,David Gotauco
463581,Koby Perez
463582,Russell Lindberg
463583,Jose Contreras
463585,Andrew Dewar
463588,Ryan Mau
463589,Konrad Weitz
463590,Giuseppe Mazzanti
463594,Wilber Perez
463597,Brad Coates
463598,John Farmer
463599,Juan Delgadillo
463600,Bradley O'Connell
463606,Alexis Sosa
463608,Hector Marmolejos
463609,Seth King
463610,Gregorio Petit
463614,Sandy Espinosa
463620,Jose Miguel Nunez
463621,Luis Soto
463622,Ronald Garth
463624,Diomny Gaetano
463625,Lisandro Disla
463626,Andy High
463627,Tony Stavros
463629,Francisco Gerez
463637,Lenin Gazo
463638,Jose Saenz
463639,Angus Roy
463642,Juan Almonte
463643,Celson Polanco
463645,Sammy Gervacio
463646,Ricky Pijuan
463648,Reinaldo Ramirez
463650,Josh Tranum
463651,Kevin Seibert
463656,Israel Morales
463658,Elvis Jimenez
463660,Yunior Novoa
463663,Chales Dasni
463664,Riccardo De Santis
463666,Angel Ponce
463667,Jose Ovalles
463668,Mario Gracia
463669,Jorge Castillo
463671,Peter Tautor
463672,Janel Arias
463674,Phillip Cuevas
463675,Luis Montano
463677,Ronald Ramirez
463678,Ismael Aybar
463682,Oscar Carrillo
463683,Lisandro King
463684,Carlos Hilario
463686,Raul Gonzalez
463688,Lesther Espinoza
463691,Jose Dilone
463692,Charlis Burdie
463697,Estanly Batista
463698,Jose Rodriguez
463699,Leonel Duran
463701,Hector Vegas
463703,Reymond Cruz
463706,Josue Selenis
463707,Jordan Cantalamessa
463709,Cory Willey
463710,Reinaldo Pestana
463711,Johan Figuereo
463713,Kris Regas
463717,Richard D Oleo
463718,Erick Pineda
463719,Chris Barbettini
463720,Johnny Day
463725,Angel Salguera
463726,Ruben Medina
463727,Marcos Vargas
463730,Edgar Mundarain
463731,Antonio Negron
463732,Alfredo Reyes
463733,Luis Lopez
463734,Angel Sanchez
463737,Miliade Venas
463739,Junior Rojas
463741,Armando Zerpa
463743,Chia-An Huang
463744,Darwin Gonzalez
463748,Sharlon Schoop
463749,Rafael Fernandes
463750,Danny Guilarte
463751,Moises Melendez
463752,Drew Naylor
463759,Andre Nelson
463760,Rob Newman
463761,Dan Fraraccio
463762,Andy McDonald
463763,Lanier Hunter
463765,Stephan Rapaglia
463766,Marco Walton
463768,Jim Mrowka
463769,Bobby Carr
463770,Wayne Cupit
463771,Walt Bills
463772,Pat Crema
463773,Jim Kraut
463774,Mike D'Andrea
463775,John Avery
463776,Chris Smoot
463777,Geronimo Newton
463778,Tim Carey
463781,Jeff Matulevich
463782,Doug Goodman
463783,Chris Berg
463784,Jeff Calcaterra
463785,David Rodriguez
463786,Brent Killen
463787,Kevin Crombie
463788,Wilson Soto
463792,Todd Lavalley
463793,Tory Miran
463794,Jim Riley
463796,Pat Kendrick
463797,Dale Ballance
463798,Jose Cedeno
463800,Chris Rusciano
463801,Todd Campbell
463802,Kevin Pincavitch
463803,John Callihan
463804,Joe Barbeln
463805,Marcos Sanchez
463806,Ryan Lambert
463807,Matt Filson
463808,Kevin Alger
463809,Steve Griffin
463810,Keith Dunckel
463811,Gino Caruso
463812,Brian Bavousett
463813,John Allen
463814,Steve Lemke
463815,Jeff Post
463817,Charlie Mobley
463823,Greg Maysonet
463824,Jim McAnany
463826,Mike McHugh
463827,Tim McKinnis
463829,Mario Molina
463830,Frank Mutz
463832,Geoff Magnuson
463834,Jeffrey Mons
463838,Wallace Minnifield
463844,Luis Mateo
463845,Luciano Medina
463847,Matt Leonard
463851,Nelson Montalvo
463854,Dan Nielsen
463855,Randy Lind
463856,Bruce Lipscomb
463857,Eric Nelson
463858,Tom Liss
463860,Mike Noelke
463861,Mike Littlewood
463869,Ramon Nunez
463871,William Narleski
463872,Darren Nelson
463874,Danny Newman
463875,Todd Newman
463876,Carl Nordstrom
463877,Marc Lopez
463878,Jose Castro
463879,Johnny Knott
463881,Ramon Gomez
463882,Ricardo Oliveros
463883,Abraham Hacen
463891,Diogenes Guerrero
463894,Jesus Lugo
463895,Joel Carrasco
463897,Raul Marval
463898,Sergio Perez
463901,Willy Valera
463903,Julien Tucker
463906,Duane Kinnon
463910,Matia Mercedes
463912,Tomas Medina
463914,Gus Leger
463915,Santiago Urena
463917,Generoso Gonzalez
463918,Ken Osterkamp
463919,Leonel Pineda
463921,Brian Lawler
463927,Jose Castro
463929,Alex Fajardo
463930,Carlos Duncan
463932,Carlos Paredes
463934,Alejandro Vasquez
463936,Omar López
463939,Wellington Matos
463941,Jose Nunez
463944,Chang Choi
463945,Javier Chapa
463947,Bradley Boyd
463952,Enrique Valencia
463954,Winston Fernandez
463957,Todd Barlok
463959,Frankie Ventura
463964,Elvis Alayon
463967,Robert Saucedo
463970,Jose Santos
463971,Winston Seguro
463972,Jobannis Henriquez
463976,Juan Tolentino
463978,Cesar Geronimo
463980,Luis Salazar
463983,Alfredo Santana
463984,Alejandro Martinez
463987,Humberto Montemayor
463988,Larry Rodriguez
463989,Octavio Blanco
463994,Alejandro Hueda
463995,Luis Morillo
463999,Daniel Martinez
464000,Luis Bustillos
464002,Orlando Suares
464007,Ariel Durango
464011,Elias Rafael Inoa
464012,Juan Silva
464013,Edgar Barrientos
464014,Diogenes Rodriguez
464015,Rob Viera
464017,Yorbis Brito
464020,Jose Rodriguez
464022,Juan Medrano
464023,Aaron Reed
464027,Henry Pichardo
464029,Edgar Aguilera
464030,Gonzalo Meza
464031,Luis Martinez
464032,Omar Bustamante
464033,Alejandro Romero
464034,Cosme Valle
464038,Jesús Ametller
464039,Kota Yoshida
464041,Reny Paredes
464044,Ibrahim Navarro
464050,Chris Yates
464053,Jovanny Sosa
464054,Yuni Kim
464058,Diogenes Gomez
464059,Alen Brito
464060,Micah Williams
464061,Jose Diaz
464062,Paul Weichard
464064,Luis Torres
464066,Jesus Matos
464075,Benigno Ozuna
464077,Eduardo Reyes
464078,Carlos Soriano
464079,Erick Nelson
464086,David Briceno
464087,Luis Palomares
464088,Carlos Rosales
464091,Francisco Mendez
464092,Luis Garza
464096,Luis Torres
464097,Ruddy Williams
464099,Cecilio Garibaldi
464104,Carlos Resendez
464105,Ulmer Urbina
464106,Carlos De Los Santos
464108,Edduar Jumelles
464109,Humberto Aliendo
464113,Hector Ramirez
464118,Ruddy Liriano
464124,Jose Brito
464125,Victor Hernandez
464128,Juan Abad
464130,Eddy Martinez
464132,Domingo Morban
464134,Andres Rodriguez
464135,Eladio Rodriguez
464136,Jose Rodriguez
464140,Cristian Batista
464141,Manuel Reyes
464147,Jesus Morel
464148,Eduardo Diaz
464151,Aneury Abreu
464155,John Novak
464161,Maximo Made
464162,Paul Martinez
464164,Kremlin Esdaile
464166,James Guerrero
464167,Andy Lee
464168,Mick Celli
464169,Mike Kashirsky
464172,Jesus Linares
464173,Wandy Terrero
464177,Carlos Gonzalez
464178,Maximo Pichardo
464180,Pedro Liriano
464182,Ian Calais
464183,David Geisbush
464185,Robbie Kison
464186,Jeremy McClain
464187,Nick Frank
464190,Clint Barr
464191,Steve Stewart
464192,Pat Kane
464193,Joe Buccheri
464194,Billy Davis
464195,Ike Pohle
464196,Steve Immel
464197,Mike Sweeney
464198,Josh Hopper
464202,Trey McClure
464203,Luis Santos
464208,Dwight Dorner
464209,Damon Ponce Deleon
464210,John Taylor
464211,Robert Reed
464212,Edwin Garcia
464214,Adam Masino
464215,David Blair
464216,Sean Salinas
464219,Ryan Dacey
464220,Carl Rowland
464221,Adam Lee
464224,Tony Cappola
464227,Julian Granado
464229,Jim Little
464230,Barry Mabry
464231,Mitch Walk
464232,Joe Smith
464233,Gregg Whiteaker
464235,Josh Brack
464236,Jon Lee
464237,Marc Neubauer
464238,Gregg Foster
464240,Ray Navarrete
464241,Gary Patchett
464242,Eric Wise
464243,Justin Lombardi
464244,Alberto Árias
464246,Jason Herzog
464249,Mike Campo
464253,Carlos Levy
464254,Emiliano Fruto
464255,Will Askew
464257,John Blankenship
464258,Iván Blanco
464261,Joseph Warrior
464262,Auvin Sierra
464264,Danielin Acevedo
464266,Luis Brito
464268,Javier Herrera
464271,Rafael Gomez
464272,Scott Powell
464273,Jose Valencia
464275,Pablo Sosa
464276,Heber Gomez
464277,Chao Wang
464281,Oswaldo Navarro
464284,Odannys Valdez
464286,Tim Henkenjohann
464296,Elvis Cruz
464299,Eugenio Vélez
464301,Radhames Manzueta
464302,Carlos Alvarez
464304,Pedro Ozoria
464308,Jose Obispo
464311,Jose Graterol
464318,Mario Alvarez
464319,Allan Ramirez
464321,Fredy Mercedes
464323,William Ortiz
464327,Evandy De Leon
464328,Tetsu Yofu
464330,Victor Hermosillo
464331,Jourik Blanco
464332,Miguel Perez
464335,Junior Rodriguez
464336,Steven Singleton
464337,Leonel Lopez
464338,Rusty Camp
